Artista,Género musical,Tipo,Nombre,Año de lanzamiento,ID_Spotify,ID_Album,Nombre_Album,Año_Lanzamiento_Album,Artista_Principal_Album,Biografia_Resumen_x,Playcount_LastFM_x,Listeners_LastFM_x,Biografia_Resumen_y,Playcount_LastFM_y,Listeners_LastFM_y
Fanny Lu,Latin (Origen: pop latino),Canción,Celos - Urban Remix,2010,2EgdSaa1pFEOJiy1TerN0Y,3TqLvZ0wbslp9iEI1yrkh1,Dos (Deluxe),2010,Fanny Lu,"Actress and musician Fanny Lú was born in Cali, Colombia, where she attended the Bolivar High School before moving to France to finish her primary education. Upon returning to Latin America, she studied at the University of the Andes, graduating with a degree in industrial engineering. While still in college, Lú maintained a television career, beginning in 1994 as a presenter on the popular show Locomotora. Her experience on the show gave her countless opportunities to work around musicians and even make forays into production work <a href=""https://www.last.fm/music/+noredirect/Fanny+Lu"">Read more on Last.fm</a>",1650375,160427,"Actress and musician Fanny Lú was born in Cali, Colombia, where she attended the Bolivar High School before moving to France to finish her primary education. Upon returning to Latin America, she studied at the University of the Andes, graduating with a degree in industrial engineering. While still in college, Lú maintained a television career, beginning in 1994 as a presenter on the popular show Locomotora. Her experience on the show gave her countless opportunities to work around musicians and even make forays into production work <a href=""https://www.last.fm/music/+noredirect/Fanny+Lu"">Read more on Last.fm</a>",1653818,160678
Fidel Nadal,Latin (Origen: pop latino),Canción,Te Robaste Mi Corazón,2010,5fzXA437Mj45Tl5NgXeeq7,2tmdMhMxeLkpn4X1LgNhht,Forever Together !,2010,Fidel Nadal,"Descendant of slaves from Angola Fidel started in music in the middle 80's listening to singers such as Peter Tosh,Bob Marley,Skatalites,...

He formed Todos Tus Muertos a band that mixed reggae,ska and punk. He has edited six lp's with them. After Todos Tus Muertos he also formed part of Lumumba. 

In the year 2000 he started a single career as singer and producer. <a href=""https://www.last.fm/music/Fidel+Nadal"">Read more on Last.fm</a>",650363,64819,"Descendant of slaves from Angola Fidel started in music in the middle 80's listening to singers such as Peter Tosh,Bob Marley,Skatalites,...

He formed Todos Tus Muertos a band that mixed reggae,ska and punk. He has edited six lp's with them. After Todos Tus Muertos he also formed part of Lumumba. 

In the year 2000 he started a single career as singer and producer. <a href=""https://www.last.fm/music/Fidel+Nadal"">Read more on Last.fm</a>",650577,64839
Fangoria,Latin (Origen: pop latino),Canción,La pequeña edad de hielo,2010,5a0yyl2fx54UdykpCcdPP0,0vXfXbi5tbN5JmsuhyDkv2,El paso trascendental del vodevil a la astracanada. Antologia de canciones de ayer y de hoy (Super Deluxe edition),2010,Fangoria,"Fangoria is an electro-pop band from Madrid, Spain, the brainchild of Alaska and Nacho Canut. In 1977 Alaska, along with Nacho Canut and Carlos Berlanga formed the band Alaska y los Pegamoides. Later, in 1982, they changed the name to Alaska y Dinarama. In 1989 Carlos Berlanga left, and the band transformed once again, this time adopting the name of the American horror film magazine Fangoria — they had already made clear their fascination with US <a href=""https://www.last.fm/music/Fangoria"">Read more on Last.fm</a>",3497881,105847,"Fangoria is an electro-pop band from Madrid, Spain, the brainchild of Alaska and Nacho Canut. In 1977 Alaska, along with Nacho Canut and Carlos Berlanga formed the band Alaska y los Pegamoides. Later, in 1982, they changed the name to Alaska y Dinarama. In 1989 Carlos Berlanga left, and the band transformed once again, this time adopting the name of the American horror film magazine Fangoria — they had already made clear their fascination with US <a href=""https://www.last.fm/music/Fangoria"">Read more on Last.fm</a>",3500007,105884
Joey Montana,Latin (Origen: pop latino),Canción,No Lo Vuelvo Hacer,2010,6nMwQPaXBb4XZ2o70VMPoL,10BqbyvQvltaEwWr9I67l8,Flow Con Clase,2010,Joey Montana,"Joey Montana is one of the hottest newe stars of Latin music. At 23 years of age, he has broken ground in Central and South America, Mexico, the United States and Europe. Armed with his lyrical abilities and explosive personality, he is looking to make a name for himself in the ever so popular and growing urban/Latino market, leaving behind his former group of ""La Factoria"". 

His real name is Edgardo Antonio Miranda Beiro, and he was born in Panama City, Panama; on May 3rd, 1982. <a href=""https://www.last.fm/music/Joey+Montana"">Read more on Last.fm</a>",1166385,151570,"Joey Montana is one of the hottest newe stars of Latin music. At 23 years of age, he has broken ground in Central and South America, Mexico, the United States and Europe. Armed with his lyrical abilities and explosive personality, he is looking to make a name for himself in the ever so popular and growing urban/Latino market, leaving behind his former group of ""La Factoria"". 

His real name is Edgardo Antonio Miranda Beiro, and he was born in Panama City, Panama; on May 3rd, 1982. <a href=""https://www.last.fm/music/Joey+Montana"">Read more on Last.fm</a>",1168751,151812
Dragon & Caballero,Latin (Origen: pop latino),Canción,El Toque del Amor,2010,0f02sNtLDZABCxEm6xEsni,3pdBHYmb4RIIRNS4IWzI7z,Dragón & Caballero,2010,Dragon & Caballero," <a href=""https://www.last.fm/music/Dragon+&+Caballero"">Read more on Last.fm</a>",120209,16412," <a href=""https://www.last.fm/music/Dragon+&+Caballero"">Read more on Last.fm</a>",120630,16457
Julieta Venegas,Latin (Origen: pop latino),Canción,Un Lugar,2010,3WJ5U8zAoMykeKmtoRnC8k,7rrYlu3nL2ZfW7RR9tSDMO,Otra Cosa,2010,Julieta Venegas,"Julieta Venegas (born November 24, 1970) is a successful Mexican singer and songwriter of Latin music. She was born in Long Beach, California, but raised in Tijuana, Baja California and has a twin sister Yvonne who is a photographer. She was a former member of the band ""Tijuana No"". Julieta plays numerous instruments including acoustic guitar, accordion, and keyboard. She won the 2004 Latin Grammy for Best Vocal Rock Album (Sí).
Albums. She is radicated in Mexico City <a href=""https://www.last.fm/music/Julieta+Venegas"">Read more on Last.fm</a>",19861416,778276,"Julieta Venegas (born November 24, 1970) is a successful Mexican singer and songwriter of Latin music. She was born in Long Beach, California, but raised in Tijuana, Baja California and has a twin sister Yvonne who is a photographer. She was a former member of the band ""Tijuana No"". Julieta plays numerous instruments including acoustic guitar, accordion, and keyboard. She won the 2004 Latin Grammy for Best Vocal Rock Album (Sí).
Albums. She is radicated in Mexico City <a href=""https://www.last.fm/music/Julieta+Venegas"">Read more on Last.fm</a>",19893393,779103
Cristian Castro,Latin (Origen: pop latino),Canción,Gracias,2010,1JfC6vNicN1gAsRq8dW0qQ,5s1szSS0a2V9biUld0YdNK,Viva El Príncipe (Deluxe Version),2010,Cristian Castro,"Cristian Castro (born Cristian Sáenz Castro on December 8th, 1974 in Mexico City) is a Grammy Award-nominated Mexican pop singer, songwriter and actor. He is sometimes simply known as Cristian or ""el Gallito Feliz"" (Spanish: ""The Happy Little Rooster""). He is also the lead singer of Mexican heavy metal band La Esfinge (under the pseudonym ""Lügh Draculea""), formed in 2014 along with ex-Maná and ex-Jaguares guitarist César ""Vampiro"" López.

Castro added the ""h"" to his first name for the release of his successful album <a href=""https://www.last.fm/music/Cristian+Castro"">Read more on Last.fm</a>",4155276,241519,"Cristian Castro (born Cristian Sáenz Castro on December 8th, 1974 in Mexico City) is a Grammy Award-nominated Mexican pop singer, songwriter and actor. He is sometimes simply known as Cristian or ""el Gallito Feliz"" (Spanish: ""The Happy Little Rooster""). He is also the lead singer of Mexican heavy metal band La Esfinge (under the pseudonym ""Lügh Draculea""), formed in 2014 along with ex-Maná and ex-Jaguares guitarist César ""Vampiro"" López.

Castro added the ""h"" to his first name for the release of his successful album <a href=""https://www.last.fm/music/Cristian+Castro"">Read more on Last.fm</a>",4170244,241945
Gloria Trevi,Latin (Origen: pop latino),Canción,Me Río De Ti,2010,0PHUkVioMjKaVt6NzAnJY1,3VKmYt76riVBLx2chYLmxy,Me Río De Ti,2010,Gloria Trevi,"Gloria de los Ángeles Treviño Ruiz, known as Gloria Trevi is a Mexican singer, songwriter, dancer, actress, television hostess, music video director and businesswoman known as ""The Supreme Diva of Mexican Pop"". <a href=""https://www.last.fm/music/Gloria+Trevi"">Read more on Last.fm</a>",5235940,274415,"Gloria de los Ángeles Treviño Ruiz, known as Gloria Trevi is a Mexican singer, songwriter, dancer, actress, television hostess, music video director and businesswoman known as ""The Supreme Diva of Mexican Pop"". <a href=""https://www.last.fm/music/Gloria+Trevi"">Read more on Last.fm</a>",5246482,274810
Mohombi,Latin (Origen: pop latino),Canción,Bumpy Ride,2010,5da4ILcukMSPDTy07kJEom,3IN02i6ZWeTniRRGKDA8cP,Bumpy Ride,2010,Mohombi,"Mohombi Nzasi Moupondo (born 28 August 1986 in Kinshasa, Democratic Republic of the Congo), known professionally as Mohombi, is a Swedish-Congolese R&B singer-songwriter and dancer. Mohombi is RedOne's first signing to 2101 Records in joint venture with Universal Music Group. From 2004 to 2008 Mohombi was part of the Swedish hip hop group Avalon with his brother Djo Moupondo. Mohombi released his debut solo single ""Bumpy Ride"" in August 2010. The single became a top-ten hit in many European countries <a href=""https://www.last.fm/music/Mohombi"">Read more on Last.fm</a>",3676765,435546,"Mohombi Nzasi Moupondo (born 28 August 1986 in Kinshasa, Democratic Republic of the Congo), known professionally as Mohombi, is a Swedish-Congolese R&B singer-songwriter and dancer. Mohombi is RedOne's first signing to 2101 Records in joint venture with Universal Music Group. From 2004 to 2008 Mohombi was part of the Swedish hip hop group Avalon with his brother Djo Moupondo. Mohombi released his debut solo single ""Bumpy Ride"" in August 2010. The single became a top-ten hit in many European countries <a href=""https://www.last.fm/music/Mohombi"">Read more on Last.fm</a>",3680435,435915
Julieta Venegas,Latin (Origen: pop latino),Canción,Eterno,2010,4oHcB5ick6RCUxvNRmMh5D,7rrYlu3nL2ZfW7RR9tSDMO,Otra Cosa,2010,Julieta Venegas,"Julieta Venegas (born November 24, 1970) is a successful Mexican singer and songwriter of Latin music. She was born in Long Beach, California, but raised in Tijuana, Baja California and has a twin sister Yvonne who is a photographer. She was a former member of the band ""Tijuana No"". Julieta plays numerous instruments including acoustic guitar, accordion, and keyboard. She won the 2004 Latin Grammy for Best Vocal Rock Album (Sí).
Albums. She is radicated in Mexico City <a href=""https://www.last.fm/music/Julieta+Venegas"">Read more on Last.fm</a>",19861416,778276,"Julieta Venegas (born November 24, 1970) is a successful Mexican singer and songwriter of Latin music. She was born in Long Beach, California, but raised in Tijuana, Baja California and has a twin sister Yvonne who is a photographer. She was a former member of the band ""Tijuana No"". Julieta plays numerous instruments including acoustic guitar, accordion, and keyboard. She won the 2004 Latin Grammy for Best Vocal Rock Album (Sí).
Albums. She is radicated in Mexico City <a href=""https://www.last.fm/music/Julieta+Venegas"">Read more on Last.fm</a>",19893393,779103
Julieta Venegas,Latin (Origen: pop latino),Canción,Otra Cosa,2010,6hPm02cJEGHhPnq0OL8Mja,7rrYlu3nL2ZfW7RR9tSDMO,Otra Cosa,2010,Julieta Venegas,"Julieta Venegas (born November 24, 1970) is a successful Mexican singer and songwriter of Latin music. She was born in Long Beach, California, but raised in Tijuana, Baja California and has a twin sister Yvonne who is a photographer. She was a former member of the band ""Tijuana No"". Julieta plays numerous instruments including acoustic guitar, accordion, and keyboard. She won the 2004 Latin Grammy for Best Vocal Rock Album (Sí).
Albums. She is radicated in Mexico City <a href=""https://www.last.fm/music/Julieta+Venegas"">Read more on Last.fm</a>",19861416,778276,"Julieta Venegas (born November 24, 1970) is a successful Mexican singer and songwriter of Latin music. She was born in Long Beach, California, but raised in Tijuana, Baja California and has a twin sister Yvonne who is a photographer. She was a former member of the band ""Tijuana No"". Julieta plays numerous instruments including acoustic guitar, accordion, and keyboard. She won the 2004 Latin Grammy for Best Vocal Rock Album (Sí).
Albums. She is radicated in Mexico City <a href=""https://www.last.fm/music/Julieta+Venegas"">Read more on Last.fm</a>",19893393,779103
Carlos Baute,Latin (Origen: pop latino),Canción,Cuando tú no estás,2010,0FtF3FgWTJRCPfQczvXTTw,3uJvUZtp7RsrynInx3q3RZ,Amartebien (Deluxe edition),2010,Carlos Baute,"Carlos Roberto Baute Jiménez (born March 8, 1974; Caracas, Venezuela), best known as Carlos Baute, is a Venezuelan singer and television host. His music is mostly in the Latin pop genre, with some ballads and Bachata.

He is the son of Alfonso Baute and Clara Jiménez and he is of Spanish (his father is from Tenerife and his maternal great-grandparents are from Galicia), Cuban (his maternal grandmother) and Venezuelan descent. At age 13, he started a band called ""Los Chamos"" and released an album entitled ""Con un poco de Amor"". <a href=""https://www.last.fm/music/Carlos+Baute"">Read more on Last.fm</a>",2507322,276689,"Carlos Roberto Baute Jiménez (born March 8, 1974; Caracas, Venezuela), best known as Carlos Baute, is a Venezuelan singer and television host. His music is mostly in the Latin pop genre, with some ballads and Bachata.

He is the son of Alfonso Baute and Clara Jiménez and he is of Spanish (his father is from Tenerife and his maternal great-grandparents are from Galicia), Cuban (his maternal grandmother) and Venezuelan descent. At age 13, he started a band called ""Los Chamos"" and released an album entitled ""Con un poco de Amor"". <a href=""https://www.last.fm/music/Carlos+Baute"">Read more on Last.fm</a>",2511202,277049
Fanny Lu,Latin (Origen: pop latino),Canción,Tú No Eres Para Mi,2010,6CPW81DJiy2YE7IypcIkFr,3TqLvZ0wbslp9iEI1yrkh1,Dos (Deluxe),2010,Fanny Lu,"Actress and musician Fanny Lú was born in Cali, Colombia, where she attended the Bolivar High School before moving to France to finish her primary education. Upon returning to Latin America, she studied at the University of the Andes, graduating with a degree in industrial engineering. While still in college, Lú maintained a television career, beginning in 1994 as a presenter on the popular show Locomotora. Her experience on the show gave her countless opportunities to work around musicians and even make forays into production work <a href=""https://www.last.fm/music/+noredirect/Fanny+Lu"">Read more on Last.fm</a>",1650375,160427,"Actress and musician Fanny Lú was born in Cali, Colombia, where she attended the Bolivar High School before moving to France to finish her primary education. Upon returning to Latin America, she studied at the University of the Andes, graduating with a degree in industrial engineering. While still in college, Lú maintained a television career, beginning in 1994 as a presenter on the popular show Locomotora. Her experience on the show gave her countless opportunities to work around musicians and even make forays into production work <a href=""https://www.last.fm/music/+noredirect/Fanny+Lu"">Read more on Last.fm</a>",1653818,160678
Pitbull,Latin (Origen: pop latino),Canción,Tu Cuerpo,2010,5QqCTlzMOfEHVBnK7dlqIq,0kv3Rm7PODqJBQaVJiezuB,I Am Armando - Armando Reloaded,2010,Pitbull,"Armando Christian Pérez (born January 15, 1981 in Miami, Florida), better known by the stage name Pitbull , is an American rapper signed to his own label, Mr 305 Inc. The Give Me Everything (Tonight) Songfacts reports that he adopted his canine moniker because, ""They bite to lock. The dog is too stupid to lose. And they're outlawed in Dade County. They're basically everything that I am. It's been a constant fight.""

His first recorded performance was on Lil Jon & the East Side Boyz album Kings of Crunk in 2002 <a href=""https://www.last.fm/music/Pitbull"">Read more on Last.fm</a>",99590697,4212448,"Armando Christian Pérez (born January 15, 1981 in Miami, Florida), better known by the stage name Pitbull , is an American rapper signed to his own label, Mr 305 Inc. The Give Me Everything (Tonight) Songfacts reports that he adopted his canine moniker because, ""They bite to lock. The dog is too stupid to lose. And they're outlawed in Dade County. They're basically everything that I am. It's been a constant fight.""

His first recorded performance was on Lil Jon & the East Side Boyz album Kings of Crunk in 2002 <a href=""https://www.last.fm/music/Pitbull"">Read more on Last.fm</a>",99831427,4218617
