Artista,Género musical,Tipo,Nombre,Año de lanzamiento,ID_Spotify,ID_Album,Popularidad,Biografia_Resumen,Playcount_LastFM,Listeners_LastFM
Samuraï,Reggaeton (Origen: indie),Canción,Que Nadie Nos Entienda,2024,5nqT4RWkMngPPWUSnaqTnb,3CB6CuXulfgqnVNSpfSEfT,45,"Aroca Lorente, better known by her stage name Samuraï, is a Spanish singer-songwriter from Madrid. Born on November 25, 2000, she has become a notable voice in the Spanish music scene, blending pop and alternative rock with a punk attitude.
Her artistic name, Samuraï, originated in her childhood due to a hairstyle she frequently wore. She began her career in 2019 with the release of her first song, ""Me Quedo Contigo,"" which is available exclusively on YouTube. <a href=""https://www.last.fm/music/Samura%C3%AF"">Read more on Last.fm</a>",1329855,35827
Ravyn Lenae,Reggaeton (Origen: indie),Canción,Love Me Not (feat. Rex Orange County),2024,3ld1FzyNgpZwGn4h9cOXrq,66SYFOZM5lxnGsBot10yqI,80,"Ravyn Lenae Washington (born January 22, 1999) is an American R&B singer-songwriter from Chicago who is currently signed to Atlantic Records and the Three Twenty Three Music Group. She is also a member of the musical collective Zero Fatigue. Her debut EP, Moon Shoes EP, was released independently in 2015 and reissued by Atlantic Records in 2016. Her follow-up EP, Midnight Moonlight EP, was released in 2017. In addition to performing at several music festivals, Lenae has also toured with SZA on her Ctrl Tour and Noname on her Telefone Tour. <a href=""https://www.last.fm/music/Ravyn+Lenae"">Read more on Last.fm</a>",39325668,1511183
Matt Hansen,Reggaeton (Origen: indie),Canción,SOMEONE TO YOU,2024,5TRueIWflmHqxe997vpwJY,24A93xPSOf7aLOVRNtF5Be,70," <a href=""https://www.last.fm/music/Matt+Hansen"">Read more on Last.fm</a>",4849995,198177
Besmaya,Reggaeton (Origen: indie),Canción,Instante,2024,5vObRWs04LdyvKknAlgVe3,0f4weFEnA91MfjYF61UfOU,45,"Besmaya is a Spanish indie-pop duo founded in February 2020 by friends Javier ""Javi"" Echávarri and Javier ""Javi"" Ojanguren. Both are from Santander, Spain, and have known each other since childhood. The group's name, ""Besmaya,"" is derived from a military base in Iraq where Ojanguren's mother was once stationed.
The band's musical style is characterized by a blend of alternative and electronic pop, incorporating instrumental and sampled sounds. Since their formation <a href=""https://www.last.fm/music/Besmaya"">Read more on Last.fm</a>",343387,24859
The Last Dinner Party,Reggaeton (Origen: indie),Canción,Nothing Matters,2024,5crY7axm3GejOxy5PsnnPk,1ycq58KRtWt3wFtbuIkvLn,72,"The Last Dinner Party are a British alternative rock band from London, United Kingdom, formed in 2021 by Abigail Morris (vocals), Lizzie Mayland (vocals, guitar), Emily Roberts (lead guitar, mandolin, flute), Georgia Davies (bass) and Aurora Nishevci (keys, vocals). 

Morris, Davies and Mayland met in 2020 in London before starting university and decided to form a band after attending gigs together in London. Their original name The Dinner Party was <a href=""https://www.last.fm/music/The+Last+Dinner+Party"">Read more on Last.fm</a>",27068621,739421
Shinova,Reggaeton (Origen: indie),Canción,No cambiaría nada,2024,0T3LAtW2XMPTvTapMLIdHZ,44OiGgZn2QmOAz926hjxCq,45,"Shinova is a Spanish alternative rock and indie rock band formed in 2008 in Berriz, Biscay, Spain. The quartet is made up of Gabriel de la Rosa (vocals), Daniel del Valle (guitar), Erlantz Prieto (guitar), and Joshua F.G. (drums).

Early in their career, their music was closer to hard rock and alternative metal, and they were often compared to Spanish bands like Sôber and Savia. However, starting with their third album, Ana y el Artista Temerario (2014), the group made a significant shift toward indie rock. <a href=""https://www.last.fm/music/Shinova"">Read more on Last.fm</a>",488520,13401
Chance Peña,Reggaeton (Origen: indie),Canción,i am not who i was,2024,70eyG7pqKozUvKPKXLXmpI,2jHVzEpvZ8gV5zn5IywmRB,73,"Chance is a singer-songwriter from Tyler, Texas who loves telling stories through his music. He is currently writing music for an upcoming album. 
 
In 2015, at 15 years of age, Chance was a contestant on The Voice season 9. During the blind auditions, Adam Levine turned his chair for this budding star, and Blake Shelton stole him during the battle rounds. He went home after the knockout rounds, but for the first time in The Voice history, four artists were chosen to come back for the Live Playoffs. <a href=""https://www.last.fm/music/Chance+Pe%C3%B1a"">Read more on Last.fm</a>",14597262,754708
Rupatrupa,Reggaeton (Origen: indie),Canción,Flores de Trinchera,2024,22XGfjEGJfX5gYNrj0URCZ,3CqIWJw5edgCubTU4qXngX,48," <a href=""https://www.last.fm/music/Rupatrupa"">Read more on Last.fm</a>",591960,29586
Carlos Ares,Reggaeton (Origen: indie),Canción,Terrícola,2024,72SCEzyUi97sZUvPeCrywO,0SeDqeZyGYdkNPXChFJ8xJ,47,"Carlos Ares comes stomping though trembling. This young Galician presents his first single: Tiemblo, a pop melody that is mixed with his characteristic voice. He has just turned 20 years old. Although he is still a boy, he has put on the face of an artist. They tell me that next Friday will be the release of their debut single (how old it sounds), a song called Tiemblo. I had the opportunity to listen to it in the showcase (at night you learn everything, even English) organized for that reason in the Garufa club of A Coruña. <a href=""https://www.last.fm/music/Carlos+Ares"">Read more on Last.fm</a>",340048,18589
Chance Peña,Reggaeton (Origen: indie),Canción,The Mountain Is You,2024,3UN5BBwxoHbwFGxWNvaEj7,2jHVzEpvZ8gV5zn5IywmRB,74,"Chance is a singer-songwriter from Tyler, Texas who loves telling stories through his music. He is currently writing music for an upcoming album. 
 
In 2015, at 15 years of age, Chance was a contestant on The Voice season 9. During the blind auditions, Adam Levine turned his chair for this budding star, and Blake Shelton stole him during the battle rounds. He went home after the knockout rounds, but for the first time in The Voice history, four artists were chosen to come back for the Live Playoffs. <a href=""https://www.last.fm/music/Chance+Pe%C3%B1a"">Read more on Last.fm</a>",14597262,754708
Carolina Durante,Reggaeton (Origen: indie),Canción,San Juan,2024,7sSdZjeUh3QtNjJBL4IxrE,1sa5uIkm6strFBumSGcV1X,46,"Carolina Durante es una banda madrileña formada en 2017, cuya música puede catalogarse dentro de géneros como el punk, el pop o el indie. La agrupación musical está compuesta por Diego Ibáñez, Martín Vallhonrat, Juan Pedrayes y Mario del Valle.​ <a href=""https://www.last.fm/music/Carolina+Durante"">Read more on Last.fm</a>",4493146,60552
Shinova,Reggaeton (Origen: indie),Canción,Antes de que todo acabe,2024,6KWKFGfmV3D2oEI9cCOglv,44OiGgZn2QmOAz926hjxCq,46,"Shinova is a Spanish alternative rock and indie rock band formed in 2008 in Berriz, Biscay, Spain. The quartet is made up of Gabriel de la Rosa (vocals), Daniel del Valle (guitar), Erlantz Prieto (guitar), and Joshua F.G. (drums).

Early in their career, their music was closer to hard rock and alternative metal, and they were often compared to Spanish bands like Sôber and Savia. However, starting with their third album, Ana y el Artista Temerario (2014), the group made a significant shift toward indie rock. <a href=""https://www.last.fm/music/Shinova"">Read more on Last.fm</a>",488520,13401
Sidecars,Reggaeton (Origen: indie),Canción,El momento exacto,2024,2FvKfF2pxJUA8QPf9XbxYy,4Id1ykdTp3lKn0xwnPRLmQ,46,"Sidecars es un nuevo y joven cuarteto madrileño que aúna la tradición del buen pop-rock en castellano con una admirable habilidad para fabricar melodías de alto valor comercial, sin renunciar a un buen tanto por ciento de honestidad y una pizca de pícara chulería. El grupo está liderado por Juancho -guitarra y voz- y se completa con Manu -guitarra-, Hierbas -bajo- y Ruli -batería-. Sidecars son herederos de la saga que arrancó con Tequila y su genuina fijación “stoniana” <a href=""https://www.last.fm/music/Sidecars"">Read more on Last.fm</a>",661138,34322
Michael Marcagi,Reggaeton (Origen: indie),Canción,Scared To Start,2024,3Pbp7cUCx4d3OAkZSCoNvn,3NpeIWhWsxU7d3XL5KEh39,79,"Michael Marcagi is an American singer-songwriter from Cincinnati, Ohio. Prior to his solo career, Marcagi performed in a band called the Heavy Hours. 

Marcagi released his solo debut single, ""The Other Side"", in December 2023. 

Marcagi's debut EP, American Romance, was released in February 2024. <a href=""https://www.last.fm/music/Michael+Marcagi"">Read more on Last.fm</a>",4218121,368845
Alex Warren,Reggaeton (Origen: indie),Canción,Save You a Seat,2024,0TdacYZkgRxz8ZvHUtpimP,1eCGY9WJpYgtaFh1Lk2KNo,76,"Alexander Warren Hughes (born September 18, 2000) is an American stomp clap hey singer, songwriter, YouTuber, and influencer. He was a founding member of the collaborative TikTok group the Hype House from 2019 to 2022. He began independently releasing music in 2021 before getting signed to Atlantic Records the following year. His 2024 single ""Burning Down"" from his debut studio album, You'll Be Alright, Kid (Chapter 1) (2024), was his first song to appear on the Billboard Hot 100 chart. <a href=""https://www.last.fm/music/Alex+Warren"">Read more on Last.fm</a>",22967724,832643
Love of Lesbian,Reggaeton (Origen: indie),Canción,Tesis,2024,2dySjrd3Lat9rIwwiQe6kP,6TvFlWWEE9wRbWnFOYOoKp,48,"Love of Lesbian is a Spanish indie pop/indie rock band. 
In the beginning they were influenced by The Cure (they toured with them in Spain), Radiohead and R.E.M. Today they have the personal Love of Lesbian sound and style. There is always a ""sold out"" at all their concerts. Each one is a mix of party-concert-celebration-catharsis.
Santi Balmes, the writer, main composer, and charismatic leader brings to each album excellent lyrics of high composition, from a delicious sense of humour to deep emotional tales. <a href=""https://www.last.fm/music/Love+of+Lesbian"">Read more on Last.fm</a>",11270313,174459
Myles Smith,Reggaeton (Origen: indie),Canción,Wait For You,2024,0JjecOzaIzBTfIY35QGmgw,0xBVvz5KOwJtgrc9sFpnwQ,73,"Myles Smith (born in Luton on 3 June 1998) is a British singer-songwriter. 

From a young age, Smith taught himself to play guitar and piano, and by the age of 12, he was performing at local open-mic nights. Smith began posting cover versions of songs on TikTok in August 2020. His acoustic cover of The Neighbourhood's ""Sweater Weather"" went viral in 2022, leading to its full release in February 2023. He gained significant attention with his covers, including Amber Run’s ""I Found"". <a href=""https://www.last.fm/music/Myles+Smith"">Read more on Last.fm</a>",7943750,542018
Julieta Venegas,Reggaeton (Origen: indie),Canción,A Donde Va El Viento (Canción de la Serie Original de Prime),2024,3IQulMlnptSOhfblnvFuvN,04tuXr19nHC8iXMBnoh74M,70,"Julieta Venegas (born November 24, 1970) is a successful Mexican singer and songwriter of Latin music. She was born in Long Beach, California, but raised in Tijuana, Baja California and has a twin sister Yvonne who is a photographer. She was a former member of the band ""Tijuana No"". Julieta plays numerous instruments including acoustic guitar, accordion, and keyboard. She won the 2004 Latin Grammy for Best Vocal Rock Album (Sí).
Albums. She is radicated in Mexico City <a href=""https://www.last.fm/music/Julieta+Venegas"">Read more on Last.fm</a>",19893393,779103
adore,Reggaeton (Origen: indie),Canción,did i tell u that i miss u,2024,06iuzVAiyOTXKJDZiVuPW4,0pedkI7nWlHCeiluBRLF7O,77,"There are several artists known as Adore:

1) Adore (nyc2) is a glitchcore-ish group made up of online avatars whose real identities remain unknown. Their first releases came in mid-2023.
@whodoyouadore

2) Adore is electronica artist Mikael Ellingsen. He has been making music since 2007. For his latest album release Momentary Leap he is joined by associate producer and lifelong friend Aleksander Eile.

Contact: c (at) adoretunes.com
Bergen, Norway <a href=""https://www.last.fm/music/Adore"">Read more on Last.fm</a>",8135285,638860
Falling In Reverse,Reggaeton (Origen: Pop Rock),Canción,Popular Monster,2024,4myFsmx2v6znDOJfn3IkbD,2knEuvsxqHMAoxlQpIdpQD,74,"Falling in Reverse is an American rock band based in Las Vegas, Nevada and formed in 2008, signed to Epitaph Records. The band is led currently by vocalist Ronnie Radke alongside guitarists Christian Thompson and Marc Okubo, bassist Daniel ""DL"" Laskiewicz and drummer Luke Holland.

In 2008, lead singer Ronnie Radke was involved in an altercation in Las Vegas that resulted in the fatal shooting of 18-year-old Michael Cook. While Radke did not shoot Cook, he was indicted on battery charges. <a href=""https://www.last.fm/music/Falling+in+Reverse"">Read more on Last.fm</a>",65060770,1302663
Imagine Dragons,Reggaeton (Origen: Pop Rock),Canción,In Your Corner,2024,5hKE4hbAVMP38XWjRlXZPO,7EPrkhjTBrwAV8yAKCmY0Y,65,"Imagine Dragons is an American pop band formed in 2008, based in Las Vegas, Nevada. The band currently consists of lead singer Dan Reynolds, guitarist Wayne Sermon, and bassist Ben McKee. 

They first gained exposure with the release of their single ""It's Time"", followed by their debut album Night Visions (2012), which resulted in the chart-topping singles ""Radioactive"" and ""Demons"". 

Rolling Stone named ""Radioactive"", which held the record for most weeks charted on the Billboard Hot 100, the ""biggest rock hit of the year"". <a href=""https://www.last.fm/music/Imagine+Dragons"">Read more on Last.fm</a>",243334038,3947269
Stormykid,Reggaeton (Origen: Pop Rock),Canción,TUKERiiAS,2024,2cbSRZ15CkQ84isaHS0ghw,51yXS030oz9JibjNsKNKg0,35," <a href=""https://www.last.fm/music/Stormykid"">Read more on Last.fm</a>",39796,2769
Paula Mattheus,Reggaeton (Origen: Pop Rock),Canción,Me Pasaste Tú,2024,5htOptqGWqcU44UJJO5nct,6N7qF1xXxyfA8xRyPFVmjE,33," <a href=""https://www.last.fm/music/Paula+Mattheus"">Read more on Last.fm</a>",173011,8101
Veintiuno,Reggaeton (Origen: Pop Rock),Canción,Estarás,2024,0292Jk8yPkYA0b8PpIagtK,6yREBW59Qq5nEKWZgRrhFV,32,"Veintiuno is a Spanish indie rock band from Toledo, Spain, formed in 2011. Their sound is a mix of alternative rock, indie pop, and soul, and they've become known for their energetic live shows and introspective lyrics.

The band's current members are Diego Arroyo (vocals, guitar, and keyboards), Yago Banet (bass), Pepe Narváez (drums), and Rafa Pachón (guitar).

Veintiuno self-released their first album, Nada parecido, in 2015, which was funded through a crowdfunding campaign. <a href=""https://www.last.fm/music/Veintiuno"">Read more on Last.fm</a>",537880,20381
Ultraligera,Reggaeton (Origen: Pop Rock),Canción,El Pueblo,2024,5nxmsQWed7ryKJd9kYgNc9,1Xo3cNjyMqTcI7R8JBnrI8,31,"Ultraligera is a Spanish alternative rock and indie rock band that was formed in 2021. Their music draws on a variety of influences, including grunge, alternative pop, indie rock, and post-punk revival. This mix has helped them develop a unique sound that has made them stand out in the Spanish music scene.

The band's current members are Gisme (vocalist and lyricist), Coque Fernández (guitarist), Santi Urruela (bassist), and Martín Aparicio (drummer). <a href=""https://www.last.fm/music/Ultraligera"">Read more on Last.fm</a>",170454,5594
